iter	RMSE
399	4.087296283
400	4.083723559
401	4.081773675
402	4.078338262
403	4.075110729
404	4.070787096
405	4.069932277
406	4.064835749
407	4.064292686
408	4.060464392
409	4.059910658
410	4.057523148
411	4.0559423
412	4.051508125
413	4.050152915
414	4.047193108
415	4.041406639
416	4.03933998
417	4.03618801
418	4.03187688
419	4.03028227
420	4.027195951
421	4.022589549
422	4.019564504
423	4.017950191
424	4.014334803
425	4.011338415
426	4.008933824
427	4.008118431
428	4.006135011
429	4.005978131
430	4.005088142
431	4.0029674
432	4.001239085
433	3.996669311
434	3.993730098
435	3.991909812
436	3.989107857
437	3.985074805
438	3.98002669
439	3.977103435
440	3.973632928
441	3.970344957
442	3.968692807
443	3.965343423
444	3.964677385
445	3.964531171
446	3.96370309
447	3.962035241
448	3.958679444
449	3.956650651
450	3.953919675
451	3.950235929
452	3.944023087
453	3.941792475
454	3.938568703
455	3.935032517
456	3.932486166
457	3.929876542
458	3.929126339
459	3.927192411
460	3.925836664
461	3.923678707
462	3.923552183
463	3.919455187
464	3.91733829
465	3.915519747
466	3.910066732
467	3.906808877
468	3.905057093
469	3.903205707
470	3.900410357
471	3.896155308
472	3.891422671
473	3.887258879
474	3.886485733
475	3.885758998
476	3.884341563
477	3.880171572
478	3.878259205
479	3.874995831
480	3.873285231
481	3.868284544
482	3.864561747
483	3.863251112
484	3.860500658
485	3.856552751
486	3.856021058
487	3.8555208
488	3.852415471
489	3.85227431
490	3.846646115
491	3.841613915
492	3.839991621
493	3.835879894
494	3.830611351
495	3.828946066
496	3.828822707
497	3.8251739
498	3.822645408
499	3.81892439
500	3.817443775
501	3.81587254
502	3.815048834
503	3.8149468
504	3.812353469
505	3.811014251
506	3.810859097
507	3.809137616
508	3.807520558
509	3.805159065
510	3.802569354
511	3.802003375
512	3.800350925
513	3.798789569
514	3.793565328
515	3.791600047
516	3.790221608
517	3.787284267
518	3.784784868
519	3.782578414
520	3.782482986
521	3.778915509
522	3.778282435
523	3.776404921
524	3.77496784
525	3.773630962
526	3.771935276
527	3.768641453
528	3.765258715
529	3.761872551
530	3.761155685
531	3.759655352
532	3.756430867
533	3.75545942
534	3.752216963
535	3.751748103
536	3.751389201
537	3.7492567
538	3.744606052
539	3.743429706
540	3.741006417
541	3.735982497
542	3.734410427
543	3.73258186
544	3.73047021
545	3.729831601
546	3.72783827
547	3.725692346
548	3.724426329
549	3.723747838
550	3.722069556
551	3.720248716
552	3.717759548
553	3.717204904
554	3.712622182
555	3.711349676
556	3.709754108
557	3.709114276
558	3.707664366
559	3.7053499
560	3.702454065
561	3.700823494
562	3.698965408
563	3.69693668
564	3.694910295
565	3.692667251
566	3.690951158
567	3.688534463
568	3.685636834
569	3.682325276
570	3.680629231
571	3.678984996
572	3.676706177
573	3.674023683
574	3.671916682
575	3.669739118
576	3.666342997
577	3.664971803
578	3.664870231
579	3.657995407
580	3.656149037
581	3.654265846
582	3.653691866
583	3.65153498
584	3.649616574
585	3.646897879
586	3.644774255
587	3.642242478
588	3.638038515
589	3.636399526
590	3.634056348
591	3.632670812
592	3.63068599
593	3.629575358
594	3.627679892
595	3.62473819
596	3.623445238
597	3.619962605
598	3.618166525
599	3.616579314
600	3.614470807
601	3.612480378
602	3.611459495
603	3.609075171
604	3.607959495
605	3.605502861
606	3.602598914
607	3.599671069
608	3.598357878
609	3.597827692
610	3.596962084
611	3.595404898
612	3.593066682
613	3.58765348
614	3.584542549
615	3.58366855
616	3.582071131
617	3.58197282
618	3.577993389
619	3.576491367
620	3.575689302
621	3.57276988
622	3.570697119
623	3.566669624
624	3.565316359
625	3.563702213
626	3.560950897
627	3.559543203
628	3.557912097
629	3.555167312
630	3.553154913
631	3.55268488
632	3.552178299
633	3.549665508
634	3.548261527
635	3.546957285
636	3.545312773
637	3.544543814
638	3.541984205
639	3.541249703
640	3.534762375
641	3.53193958
642	3.531686047
643	3.530051833
644	3.528174058
645	3.527856626
646	3.526617805
647	3.525672809
648	3.521116664
649	3.518838528
650	3.517731994
651	3.514992407
652	3.51442972
653	3.513981449
654	3.512608238
655	3.512483881
656	3.512284402
657	3.510144437
658	3.509316425
659	3.505804641
660	3.504436606
661	3.502605224
662	3.50109123
663	3.499949232
664	3.499483526
665	3.499389977
666	3.496133273
667	3.495364005
668	3.492568694
669	3.491913978
670	3.490775334
671	3.489703783
672	3.486119727
673	3.485274898
674	3.484532049
675	3.483287656
676	3.483013432
677	3.480395591
678	3.479223655
679	3.476199552
680	3.474425891
681	3.473365898
682	3.473255601
683	3.470150907
684	3.469978388
685	3.469814235
686	3.466765686
687	3.465370361
688	3.463098058
689	3.462452272
690	3.460940275
691	3.457327186
692	3.456935165
693	3.456513258
694	3.453775384
695	3.452722912
696	3.450490671
697	3.448773425
698	3.445139173
699	3.441722304
700	3.440614504
701	3.439888769
702	3.438654733
703	3.437834959
704	3.437334386
705	3.435460516
706	3.433573322
707	3.430441871
708	3.427458048
709	3.425563871
710	3.42390564
711	3.42292019
712	3.422345561
713	3.419425383
714	3.417317762
715	3.415697119
716	3.414284185
717	3.411763738
718	3.411001885
719	3.407796868
720	3.405859051
721	3.404151194
722	3.402803939
723	3.401044833
724	3.400688556
725	3.400499064
726	3.400422688
727	3.399957355
728	3.398286793
729	3.396201876
730	3.393550924
731	3.390136884
732	3.387239341
733	3.386723404
734	3.385420178
735	3.381874931
736	3.380780961
737	3.379451173
738	3.376742777
739	3.374570813
740	3.373494694
741	3.3714259
742	3.369672511
743	3.368351482
744	3.367315822
745	3.363642241
746	3.360859628
747	3.359446087
748	3.359072191
749	3.357704533
750	3.356660328
751	3.355224064
752	3.354824563
753	3.353518996
754	3.352115597
755	3.348115311
756	3.348031043
757	3.34659284
758	3.344540897
759	3.34335553
760	3.34227938
761	3.340277565
762	3.338750174
763	3.336890692
764	3.333626439
765	3.333480502
766	3.332022739
767	3.330144933
768	3.328286434
769	3.325107099
770	3.324665163
771	3.324600322
772	3.318570138
773	3.316304778
774	3.313794673
775	3.312451701
776	3.310624939
777	3.307028721
778	3.304722992
779	3.301878014
780	3.30009992
781	3.299055697
782	3.298415591
783	3.293359889
784	3.288302398
785	3.28369124
786	3.282372171
787	3.281990019
788	3.279807891
789	3.276831856
790	3.272876997
791	3.270498536
792	3.268984099
793	3.267840763
794	3.265674334
795	3.261490535
796	3.259106649
797	3.257317456
798	3.256227291
799	3.254990807
800	3.25299311
801	3.24980812
802	3.248835362
803	3.247796595
804	3.246845996
805	3.24462183
806	3.243195551
807	3.241856256
808	3.240226539
809	3.236801481
810	3.235722534
811	3.233101758
812	3.229180678
813	3.228227594
814	3.227356597
815	3.226505842
816	3.224579338
817	3.223317875
818	3.221618664
819	3.217201288
820	3.216582881
821	3.215719498
822	3.214502266
823	3.211896763
824	3.209852258
825	3.209535169
826	3.208846445
827	3.203293963
828	3.200832004
829	3.199784125
830	3.196495727
831	3.194703877
832	3.192141563
833	3.191524108
834	3.188472396
835	3.18574932
836	3.182429026
837	3.181880908
838	3.179973851
839	3.179268791
840	3.177821038
841	3.177593681
842	3.176172946
843	3.174560979
844	3.173489092
845	3.171745195
846	3.171696824
847	3.171536569
848	3.171357849
849	3.169697829
850	3.166278261
851	3.16559106
852	3.165156205
853	3.16340211
854	3.162805902
855	3.161255128
856	3.159235277
857	3.158113177
858	3.157412761
859	3.155118549
860	3.154324442
861	3.151644979
862	3.150182621
863	3.149159769
864	3.148356084
865	3.14520552
866	3.143648705
867	3.141804136
868	3.141738212
869	3.140568904
870	3.138929611
871	3.136450239
872	3.135724757
873	3.132929271
874	3.13272866
875	3.132161843
876	3.13153038
877	3.128814566
878	3.128188124
879	3.128038175
880	3.127036037
881	3.124685562
882	3.123455614
883	3.122892165
884	3.121255606
885	3.121102901
886	3.12037989
887	3.118514329
888	3.116920397
889	3.11530305
890	3.115046054
891	3.114766142
892	3.113365125
893	3.110723536
894	3.109670743
895	3.108394251
896	3.106462891
897	3.106106245
898	3.105488969
899	3.10462787
900	3.101348363
901	3.099976914
902	3.09662452
903	3.094919903
904	3.093927041
905	3.092093227
906	3.090247722
907	3.087941802
908	3.085140146
909	3.0840741
910	3.083273376
911	3.08246802
912	3.081933691
913	3.080442976
914	3.078409419
915	3.077820016
916	3.076508896
917	3.075490856
918	3.073900169
919	3.072574426
920	3.071182361
921	3.070892559
922	3.070635502
923	3.067970909
924	3.066433883
925	3.066410891
926	3.064427641
927	3.062930839
928	3.061021869
929	3.056745938
930	3.056449229
931	3.054962579
932	3.053047624
933	3.052330513
934	3.052010876
935	3.051901804
936	3.048060088
937	3.046932682
938	3.04618418
939	3.04211616
940	3.04120278
941	3.039059688
942	3.038679216
943	3.036481085
944	3.035316244
945	3.033227763
946	3.032788823
947	3.031663233
948	3.030620733
949	3.029662345
950	3.028477011
951	3.028216567
952	3.02697666
953	3.02600432
954	3.025275769
955	3.022020201
956	3.021309205
957	3.021192267
958	3.018998596
959	3.018611196
960	3.017668173
961	3.016894667
962	3.016533995
963	3.015295068
964	3.014054312
965	3.013156416
966	3.011929158
967	3.010444009
968	3.01014292
969	3.008807603
970	3.00673005
971	3.005865406
972	3.004845907
973	3.003550631
974	3.003140545
975	3.001748283
976	3.001067475
977	3.000343489
978	2.999483396
979	2.998265377
980	2.997687191
981	2.996882838
982	2.994009235
983	2.993030785
984	2.991087898
985	2.990627871
986	2.989316662
987	2.987805949
988	2.986647106
989	2.984742337
990	2.983143511
991	2.981405995
992	2.980201676
993	2.9792725
994	2.975741802
995	2.975353198
996	2.973988454
997	2.972418412
998	2.971622036
999	2.970552176
